Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
EPB41L4A-AS1	TRUE	EPB41L4A-AS1	Malignant	stress_in_vitro	7	TRUE	TRUE	NA
SNHG12	TRUE	SNHG12	Malignant	stress_in_vitro	8	TRUE	TRUE	NA
GARS	FALSE	GARS1	Malignant	stress_in_vitro	9	TRUE	FALSE	NA
GADD45A	TRUE	GADD45A	Malignant	stress_in_vitro	10	TRUE	TRUE	NA
MTHFD2	TRUE	MTHFD2	Malignant	stress_in_vitro	11	TRUE	TRUE	NA
XBP1	TRUE	XBP1	Malignant	stress_in_vitro	12	TRUE	TRUE	NA
CEBPG	TRUE	CEBPG	Malignant	stress_in_vitro	13	TRUE	TRUE	NA
TAF1D	TRUE	TAF1D	Malignant	stress_in_vitro	14	TRUE	TRUE	NA
NUPR1	TRUE	NUPR1	Malignant	stress_in_vitro	15	TRUE	TRUE	NA
SARS	FALSE	SARS1 /// SARS2	Malignant	stress_in_vitro	16	TRUE	FALSE	NA
SNHG8	TRUE	SNHG8	Malignant	stress_in_vitro	17	TRUE	TRUE	NA
ZFAS1	TRUE	ZFAS1	Malignant	stress_in_vitro	18	TRUE	TRUE	NA
DDIT4	TRUE	DDIT4	Malignant	stress_in_vitro	19	TRUE	TRUE	NA
PHGDH	TRUE	PHGDH	Malignant	stress_in_vitro	20	TRUE	TRUE	NA
SHMT2	TRUE	SHMT2	Malignant	stress_in_vitro	21	TRUE	TRUE	NA
TXNIP	TRUE	TXNIP	Malignant	stress_in_vitro	22	TRUE	TRUE	NA
ATF4	TRUE	ATF4	Malignant	stress_in_vitro	23	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Malignant	stress_in_vitro	24	TRUE	TRUE	NA
GDF15	TRUE	GDF15	Malignant	stress_in_vitro	25	TRUE	TRUE	NA
CARS	FALSE	CARS1	Malignant	stress_in_vitro	26	TRUE	FALSE	NA
MAP1LC3B	TRUE	MAP1LC3B	Malignant	stress_in_vitro	27	TRUE	TRUE	NA
SQSTM1	TRUE	SQSTM1	Malignant	stress_in_vitro	28	TRUE	TRUE	NA
YARS	FALSE	YARS1	Malignant	stress_in_vitro	29	TRUE	FALSE	NA
DNAJB9	TRUE	DNAJB9	Malignant	stress_in_vitro	30	TRUE	TRUE	NA
PSAT1	TRUE	PSAT1	Malignant	stress_in_vitro	31	TRUE	TRUE	NA
GADD45B	TRUE	GADD45B	Malignant	stress_in_vitro	32	TRUE	TRUE	NA
ATF3	TRUE	ATF3	Malignant	stress_in_vitro	33	TRUE	TRUE	NA
SNHG15	TRUE	SNHG15	Malignant	stress_in_vitro	34	TRUE	TRUE	NA
RSRC2	TRUE	RSRC2	Malignant	stress_in_vitro	35	TRUE	TRUE	NA
CEBPB	TRUE	CEBPB	Malignant	stress_in_vitro	36	TRUE	TRUE	NA
ARF4	TRUE	ARF4	Malignant	stress_in_vitro	37	TRUE	TRUE	NA
EIF1B	TRUE	EIF1B	Malignant	stress_in_vitro	38	TRUE	TRUE	NA
OSER1	TRUE	OSER1	Malignant	stress_in_vitro	39	TRUE	TRUE	NA
BTG1	TRUE	BTG1	Malignant	stress_in_vitro	40	TRUE	TRUE	NA
SNHG7	TRUE	SNHG7	Malignant	stress_in_vitro	41	TRUE	TRUE	NA
WARS	FALSE	WARS1	Malignant	stress_in_vitro	42	TRUE	FALSE	NA
ZFAND2A	TRUE	ZFAND2A	Malignant	stress_in_vitro	43	TRUE	TRUE	NA
C6ORF48	FALSE	SNHG32	Malignant	stress_in_vitro	44	FALSE	FALSE	NA
STC2	TRUE	STC2	Malignant	stress_in_vitro	45	TRUE	TRUE	NA
ZNF622	TRUE	ZNF622	Malignant	stress_in_vitro	46	TRUE	TRUE	NA
HSPA9	TRUE	HSPA9	Malignant	stress_in_vitro	47	TRUE	TRUE	NA
PDRG1	TRUE	PDRG1	Malignant	stress_in_vitro	48	TRUE	TRUE	NA
UPP1	TRUE	UPP1	Malignant	stress_in_vitro	49	TRUE	TRUE	NA
CCDC174	TRUE	CCDC174	Malignant	stress_in_vitro	50	TRUE	TRUE	NA
PSMA3	TRUE	PSMA3	Malignant	proteasomal_degradation	1	TRUE	TRUE	NA
PSMC4	TRUE	PSMC4	Malignant	proteasomal_degradation	2	TRUE	TRUE	NA
MDH1	TRUE	MDH1	Malignant	proteasomal_degradation	3	TRUE	TRUE	NA
PRDX1	TRUE	PRDX1	Malignant	proteasomal_degradation	4	TRUE	TRUE	NA
PSMA4	TRUE	PSMA4	Malignant	proteasomal_degradation	5	TRUE	TRUE	NA
PSMC2	TRUE	PSMC2	Malignant	proteasomal_degradation	6	TRUE	TRUE	NA
EIF4A3	TRUE	EIF4A3	Malignant	proteasomal_degradation	7	TRUE	TRUE	NA
MRPL13	TRUE	MRPL13	Malignant	proteasomal_degradation	8	TRUE	TRUE	NA
PGK1	TRUE	PGK1	Malignant	proteasomal_degradation	9	TRUE	TRUE	NA
PSMB3	TRUE	PSMB3	Malignant	proteasomal_degradation	10	TRUE	TRUE	NA
PSME2	TRUE	PSME2	Malignant	proteasomal_degradation	11	TRUE	TRUE	NA
CCT8	TRUE	CCT8	Malignant	proteasomal_degradation	12	TRUE	TRUE	NA
ANXA1	TRUE	ANXA1	Malignant	proteasomal_degradation	13	TRUE	TRUE	NA
DCAF13	TRUE	DCAF13	Malignant	proteasomal_degradation	14	TRUE	TRUE	NA
PRMT1	TRUE	PRMT1	Malignant	proteasomal_degradation	15	TRUE	TRUE	NA
SSBP1	TRUE	SSBP1	Malignant	proteasomal_degradation	16	TRUE	TRUE	NA
PSMB1	TRUE	PSMB1	Malignant	proteasomal_degradation	17	TRUE	TRUE	NA
LAPTM4A	TRUE	LAPTM4A	Malignant	proteasomal_degradation	18	TRUE	TRUE	NA
PSMB6	TRUE	PSMB6	Malignant	proteasomal_degradation	19	TRUE	TRUE	NA
CCT5	TRUE	CCT5	Malignant	proteasomal_degradation	20	TRUE	TRUE	NA
NDUFS2	TRUE	NDUFS2	Malignant	proteasomal_degradation	21	TRUE	TRUE	NA
PDHA1	TRUE	PDHA1	Malignant	proteasomal_degradation	22	TRUE	TRUE	NA
CCT7	TRUE	CCT7	Malignant	proteasomal_degradation	23	TRUE	TRUE	NA
CDC123	TRUE	CDC123	Malignant	proteasomal_degradation	24	TRUE	TRUE	NA
CCNB1	TRUE	CCNB1	Malignant	proteasomal_degradation	25	TRUE	TRUE	NA
PCMT1	TRUE	PCMT1	Malignant	proteasomal_degradation	26	TRUE	TRUE	NA
POLR2G	TRUE	POLR2G	Malignant	proteasomal_degradation	27	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Malignant	proteasomal_degradation	28	TRUE	TRUE	NA
XRCC6	TRUE	XRCC6	Malignant	proteasomal_degradation	29	TRUE	TRUE	NA
NDUFA9	TRUE	NDUFA9	Malignant	proteasomal_degradation	30	TRUE	TRUE	NA
DPM1	TRUE	DPM1	Malignant	proteasomal_degradation	31	TRUE	TRUE	NA
SSB	TRUE	SSB	Malignant	proteasomal_degradation	32	TRUE	TRUE	NA
EIF3I	TRUE	EIF3I	Malignant	proteasomal_degradation	33	TRUE	TRUE	NA
MCTS1	TRUE	MCTS1	Malignant	proteasomal_degradation	34	TRUE	TRUE	NA
SLC3A2	TRUE	SLC3A2	Malignant	proteasomal_degradation	35	TRUE	TRUE	NA
ECH1	TRUE	ECH1	Malignant	proteasomal_degradation	36	TRUE	TRUE	NA
PSMD13	TRUE	PSMD13	Malignant	proteasomal_degradation	37	TRUE	TRUE	NA
TUBB4B	TRUE	TUBB4B	Malignant	proteasomal_degradation	38	TRUE	TRUE	NA
SNRPB2	TRUE	SNRPB2	Malignant	proteasomal_degradation	39	TRUE	TRUE	NA
DDX39A	TRUE	DDX39A	Malignant	proteasomal_degradation	40	TRUE	TRUE	NA
NQO1	TRUE	NQO1	Malignant	proteasomal_degradation	41	TRUE	TRUE	NA
EIF4A1	TRUE	EIF4A1	Malignant	proteasomal_degradation	42	TRUE	TRUE	NA
SPCS2	TRUE	SPCS2	Malignant	proteasomal_degradation	43	TRUE	TRUE	NA
IMPDH2	TRUE	IMPDH2	Malignant	proteasomal_degradation	44	TRUE	TRUE	NA
RTCB	TRUE	RTCB	Malignant	proteasomal_degradation	45	TRUE	TRUE	NA
GSTO1	TRUE	GSTO1	Malignant	proteasomal_degradation	46	TRUE	TRUE	NA
PDIA3	TRUE	PDIA3	Malignant	proteasomal_degradation	47	TRUE	TRUE	NA
PRDX2	TRUE	PRDX2	Malignant	proteasomal_degradation	48	TRUE	TRUE	NA
NUP37	TRUE	NUP37	Malignant	proteasomal_degradation	49	TRUE	TRUE	NA
ILF2	TRUE	ILF2	Malignant	proteasomal_degradation	50	TRUE	TRUE	NA
PDIA3	TRUE	PDIA3	Malignant	unfolded_protein_response	1	TRUE	TRUE	NA
MANF	TRUE	MANF	Malignant	unfolded_protein_response	2	TRUE	TRUE	NA
PDIA4	TRUE	PDIA4	Malignant	unfolded_protein_response	3	TRUE	TRUE	NA
CRELD2	TRUE	CRELD2	Malignant	unfolded_protein_response	4	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Malignant	unfolded_protein_response	5	TRUE	TRUE	NA
SDF2L1	TRUE	SDF2L1	Malignant	unfolded_protein_response	6	TRUE	TRUE	NA
CALR	TRUE	CALR	Malignant	unfolded_protein_response	7	TRUE	TRUE	NA
MYDGF	TRUE	MYDGF	Malignant	unfolded_protein_response	8	TRUE	TRUE	NA
TMED9	TRUE	TMED9	Malignant	unfolded_protein_response	9	TRUE	TRUE	NA
ARF4	TRUE	ARF4	Malignant	unfolded_protein_response	10	TRUE	TRUE	NA
DNAJB9	TRUE	DNAJB9	Malignant	unfolded_protein_response	11	TRUE	TRUE	NA
SELENOK	TRUE	SELENOK	Malignant	unfolded_protein_response	12	TRUE	TRUE	NA
SELENOS	TRUE	SELENOS	Malignant	unfolded_protein_response	13	TRUE	TRUE	NA
CDK2AP2	TRUE	CDK2AP2	Malignant	unfolded_protein_response	14	TRUE	TRUE	NA
DNAJC3	TRUE	DNAJC3	Malignant	unfolded_protein_response	15	TRUE	TRUE	NA
DNAJB11	TRUE	DNAJB11	Malignant	unfolded_protein_response	16	TRUE	TRUE	NA
ERLEC1	TRUE	ERLEC1	Malignant	unfolded_protein_response	17	TRUE	TRUE	NA
FKBP11	TRUE	FKBP11	Malignant	unfolded_protein_response	18	TRUE	TRUE	NA
HYOU1	TRUE	HYOU1	Malignant	unfolded_protein_response	19	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	Malignant	unfolded_protein_response	20	TRUE	TRUE	NA
SEC61G	TRUE	SEC61G	Malignant	unfolded_protein_response	21	TRUE	TRUE	NA
HERPUD1	TRUE	HERPUD1	Malignant	unfolded_protein_response	22	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	Malignant	unfolded_protein_response	23	TRUE	TRUE	NA
HSP90B2P	TRUE	HSP90B2P	Malignant	unfolded_protein_response	24	FALSE	FALSE	NA
OSTC	TRUE	OSTC	Malignant	unfolded_protein_response	25	TRUE	TRUE	NA
CCPG1	TRUE	CCPG1	Malignant	unfolded_protein_response	26	TRUE	TRUE	NA
ISG20	TRUE	ISG20	Malignant	unfolded_protein_response	27	TRUE	TRUE	NA
KDELR2	TRUE	KDELR2	Malignant	unfolded_protein_response	28	TRUE	TRUE	NA
PLPP5	TRUE	PLPP5	Malignant	unfolded_protein_response	29	TRUE	TRUE	NA
PPIB	TRUE	PPIB	Malignant	unfolded_protein_response	30	TRUE	TRUE	NA
RRBP1	TRUE	RRBP1	Malignant	unfolded_protein_response	31	TRUE	TRUE	NA
SLC35B1	TRUE	SLC35B1	Malignant	unfolded_protein_response	32	TRUE	TRUE	NA
PRDX4	TRUE	PRDX4	Malignant	unfolded_protein_response	33	TRUE	TRUE	NA
RPN2	TRUE	RPN2	Malignant	unfolded_protein_response	34	TRUE	TRUE	NA
SRPRB	TRUE	SRPRB	Malignant	unfolded_protein_response	35	TRUE	TRUE	NA
AC068631.2	FALSE	NA	Malignant	unfolded_protein_response	36	TRUE	FALSE	NA
FKBP2	TRUE	FKBP2	Malignant	unfolded_protein_response	37	TRUE	TRUE	NA
HM13	TRUE	HM13	Malignant	unfolded_protein_response	38	TRUE	TRUE	NA
LMAN1	TRUE	LMAN1	Malignant	unfolded_protein_response	39	TRUE	TRUE	NA
LMAN2	TRUE	LMAN2	Malignant	unfolded_protein_response	40	TRUE	TRUE	NA
SEL1L	TRUE	SEL1L	Malignant	unfolded_protein_response	41	TRUE	TRUE	NA
SRPRA	TRUE	SRPRA	Malignant	unfolded_protein_response	42	TRUE	TRUE	NA
AC012181.2	FALSE	NA	Malignant	unfolded_protein_response	43	FALSE	FALSE	NA
CKAP4	TRUE	CKAP4	Malignant	unfolded_protein_response	44	TRUE	TRUE	NA
MLEC	TRUE	MLEC	Malignant	unfolded_protein_response	45	TRUE	TRUE	NA
SEC63	TRUE	SEC63	Malignant	unfolded_protein_response	46	TRUE	TRUE	NA
SLC3A2	TRUE	SLC3A2	Malignant	unfolded_protein_response	47	TRUE	TRUE	NA
TXNDC15	TRUE	TXNDC15	Malignant	unfolded_protein_response	48	TRUE	TRUE	NA
ATF4	TRUE	ATF4	Malignant	unfolded_protein_response	49	TRUE	TRUE	NA
LAPTM4A	TRUE	LAPTM4A	Malignant	unfolded_protein_response	50	TRUE	TRUE	NA
RPN2	TRUE	RPN2	Malignant	protein_maturation	1	TRUE	TRUE	NA
PDIA3	TRUE	PDIA3	Malignant	protein_maturation	2	TRUE	TRUE	NA
ATP6AP2	TRUE	ATP6AP2	Malignant	protein_maturation	3	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	Malignant	protein_maturation	4	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	Malignant	protein_maturation	5	TRUE	TRUE	NA
LGALS3BP	TRUE	LGALS3BP	Malignant	protein_maturation	6	TRUE	TRUE	NA
GRN	TRUE	GRN	Malignant	protein_maturation	7	TRUE	TRUE	NA
LAPTM4A	TRUE	LAPTM4A	Malignant	protein_maturation	8	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	Malignant	protein_maturation	9	TRUE	TRUE	NA
LAMP1	TRUE	LAMP1	Malignant	protein_maturation	10	TRUE	TRUE	NA
TMEM59	TRUE	TMEM59	Malignant	protein_maturation	11	TRUE	TRUE	NA
EPCAM	TRUE	EPCAM	Malignant	protein_maturation	12	TRUE	TRUE	NA
GDF15	TRUE	GDF15	Malignant	protein_maturation	13	TRUE	TRUE	NA
HLA-C	TRUE	HLA-C	Malignant	protein_maturation	14	TRUE	TRUE	NA
OS9	TRUE	OS9	Malignant	protein_maturation	15	TRUE	TRUE	NA
PDIA4	TRUE	PDIA4	Malignant	protein_maturation	16	TRUE	TRUE	NA
APLP2	TRUE	APLP2	Malignant	protein_maturation	17	TRUE	TRUE	NA
AZGP1	TRUE	AZGP1	Malignant	protein_maturation	18	TRUE	TRUE	NA
CLU	TRUE	CLU	Malignant	protein_maturation	19	TRUE	TRUE	NA
CTSA	TRUE	CTSA	Malignant	protein_maturation	20	TRUE	TRUE	NA
DDOST	TRUE	DDOST	Malignant	protein_maturation	21	TRUE	TRUE	NA
HLA-A	TRUE	HLA-A	Malignant	protein_maturation	22	TRUE	TRUE	NA
ITM2B	TRUE	ITM2B	Malignant	protein_maturation	23	TRUE	TRUE	NA
LRPAP1	TRUE	LRPAP1	Malignant	protein_maturation	24	TRUE	TRUE	NA
NEAT1	TRUE	NEAT1	Malignant	protein_maturation	25	TRUE	TRUE	NA
PSAP	TRUE	PSAP	Malignant	protein_maturation	26	TRUE	TRUE	NA
SIL1	TRUE	SIL1	Malignant	protein_maturation	27	TRUE	TRUE	NA
SLC3A2	TRUE	SLC3A2	Malignant	protein_maturation	28	TRUE	TRUE	NA
TIMP1	TRUE	TIMP1	Malignant	protein_maturation	29	TRUE	TRUE	NA
APMAP	TRUE	APMAP	Malignant	protein_maturation	30	TRUE	TRUE	NA
APP	TRUE	APP	Malignant	protein_maturation	31	TRUE	TRUE	NA
CTSL	TRUE	CTSL	Malignant	protein_maturation	32	TRUE	TRUE	NA
LAMP2	TRUE	LAMP2	Malignant	protein_maturation	33	TRUE	TRUE	NA
LMAN2	TRUE	LMAN2	Malignant	protein_maturation	34	TRUE	TRUE	NA
MAGED2	TRUE	MAGED2	Malignant	protein_maturation	35	TRUE	TRUE	NA
PIGT	TRUE	PIGT	Malignant	protein_maturation	36	TRUE	TRUE	NA
PRDX4	TRUE	PRDX4	Malignant	protein_maturation	37	TRUE	TRUE	NA
SERPINE2	TRUE	SERPINE2	Malignant	protein_maturation	38	TRUE	TRUE	NA
TM9SF2	TRUE	TM9SF2	Malignant	protein_maturation	39	TRUE	TRUE	NA
TSPAN1	TRUE	TSPAN1	Malignant	protein_maturation	40	TRUE	TRUE	NA
ATP6AP1	TRUE	ATP6AP1	Malignant	protein_maturation	41	TRUE	TRUE	NA
CFI	TRUE	CFI	Malignant	protein_maturation	42	TRUE	TRUE	NA
EPHX1	TRUE	EPHX1	Malignant	protein_maturation	43	TRUE	TRUE	NA
EPRS	FALSE	EPRS1	Malignant	protein_maturation	44	TRUE	FALSE	NA
GGH	TRUE	GGH	Malignant	protein_maturation	45	TRUE	TRUE	NA
HEXB	TRUE	HEXB	Malignant	protein_maturation	46	TRUE	TRUE	NA
MALAT1	TRUE	MALAT1	Malignant	protein_maturation	47	TRUE	TRUE	NA
PPIB	TRUE	PPIB	Malignant	protein_maturation	48	TRUE	TRUE	NA
SPP1	TRUE	SPP1	Malignant	protein_maturation	49	TRUE	TRUE	NA
SERPINA1	TRUE	SERPINA1	Malignant	protein_maturation	50	TRUE	TRUE	NA
EPB41L4A-AS1	TRUE	EPB41L4A-AS1	Malignant	translation_initiation	1	TRUE	TRUE	NA
IMPDH2	TRUE	IMPDH2	Malignant	translation_initiation	2	TRUE	TRUE	NA
AHCY	TRUE	AHCY	Malignant	translation_initiation	3	TRUE	TRUE	NA
NOB1	TRUE	NOB1	Malignant	translation_initiation	4	TRUE	TRUE	NA
OXA1L	TRUE	OXA1L	Malignant	translation_initiation	5	TRUE	TRUE	NA
EIF2A	TRUE	EIF2A	Malignant	translation_initiation	6	TRUE	TRUE	NA
IGBP1	TRUE	IGBP1	Malignant	translation_initiation	7	TRUE	TRUE	NA
LETMD1	TRUE	LETMD1	Malignant	translation_initiation	8	TRUE	TRUE	NA
RPL22L1	TRUE	RPL22L1	Malignant	translation_initiation	9	TRUE	TRUE	NA
SNHG7	TRUE	SNHG7	Malignant	translation_initiation	10	TRUE	TRUE	NA
SNHG8	TRUE	SNHG8	Malignant	translation_initiation	11	TRUE	TRUE	NA
ZNF581	TRUE	ZNF581	Malignant	translation_initiation	12	TRUE	TRUE	NA
APEX1	TRUE	APEX1	Malignant	translation_initiation	13	TRUE	TRUE	NA
C19orf48	FALSE	C19orf48	Malignant	translation_initiation	14	FALSE	TRUE	C19orf48
EIF3M	TRUE	EIF3M	Malignant	translation_initiation	15	TRUE	TRUE	NA
HIST3H2A	FALSE	H2AW	Malignant	translation_initiation	16	TRUE	FALSE	NA
LTA4H	TRUE	LTA4H	Malignant	translation_initiation	17	TRUE	TRUE	NA
MYC	TRUE	MYC	Malignant	translation_initiation	18	TRUE	TRUE	NA
SNHG19	TRUE	SNHG19	Malignant	translation_initiation	19	TRUE	TRUE	NA
C11orf1	FALSE	C11orf1	Malignant	translation_initiation	20	FALSE	TRUE	C11orf1
C6ORF48	FALSE	SNHG32	Malignant	translation_initiation	21	FALSE	FALSE	NA
CCDC85B	TRUE	CCDC85B	Malignant	translation_initiation	22	TRUE	TRUE	NA
CCNG1	TRUE	CCNG1	Malignant	translation_initiation	23	TRUE	TRUE	NA
EIF2S3	TRUE	EIF2S3	Malignant	translation_initiation	24	TRUE	TRUE	NA
EIF3D	TRUE	EIF3D	Malignant	translation_initiation	25	TRUE	TRUE	NA
EIF3F	TRUE	EIF3F	Malignant	translation_initiation	26	TRUE	TRUE	NA
RGS10	TRUE	RGS10	Malignant	translation_initiation	27	TRUE	TRUE	NA
TKT	TRUE	TKT	Malignant	translation_initiation	28	TRUE	TRUE	NA
ABHD14B	TRUE	ABHD14B	Malignant	translation_initiation	29	TRUE	TRUE	NA
EIF4B	TRUE	EIF4B	Malignant	translation_initiation	30	TRUE	TRUE	NA
LYRM4	TRUE	LYRM4	Malignant	translation_initiation	31	TRUE	TRUE	NA
PPP1R14B	TRUE	PPP1R14B	Malignant	translation_initiation	32	TRUE	TRUE	NA
QARS	FALSE	EPRS1 /// QARS1	Malignant	translation_initiation	33	TRUE	FALSE	NA
RSL1D1	TRUE	RSL1D1	Malignant	translation_initiation	34	TRUE	TRUE	NA
SLC27A5	TRUE	SLC27A5	Malignant	translation_initiation	35	TRUE	TRUE	NA
SRM	TRUE	SRM	Malignant	translation_initiation	36	TRUE	TRUE	NA
NME1	TRUE	NME1	Malignant	translation_initiation	37	TRUE	TRUE	NA
NBEAL1	TRUE	NBEAL1	Malignant	translation_initiation	38	TRUE	TRUE	NA
EIF3E	TRUE	EIF3E	Malignant	translation_initiation	39	TRUE	TRUE	NA
CCNB1IP1	TRUE	CCNB1IP1	Malignant	translation_initiation	40	TRUE	TRUE	NA
MRPL10	TRUE	MRPL10	Malignant	translation_initiation	41	TRUE	TRUE	NA
HSD17B11	TRUE	HSD17B11	Malignant	translation_initiation	42	TRUE	TRUE	NA
TOP1MT	TRUE	TOP1MT	Malignant	translation_initiation	43	TRUE	TRUE	NA
NOA1	TRUE	NOA1	Malignant	translation_initiation	44	TRUE	TRUE	NA
FBL	TRUE	FBL	Malignant	translation_initiation	45	TRUE	TRUE	NA
MRPL45	TRUE	MRPL45	Malignant	translation_initiation	46	TRUE	TRUE	NA
ZNF277	TRUE	ZNF277	Malignant	translation_initiation	47	TRUE	TRUE	NA
PAICS	TRUE	PAICS	Malignant	translation_initiation	48	TRUE	TRUE	NA
EXOSC5	TRUE	EXOSC5	Malignant	translation_initiation	49	TRUE	TRUE	NA
ZFAS1	TRUE	ZFAS1	Malignant	translation_initiation	50	TRUE	TRUE	NA
COL1A2	TRUE	COL1A2	Malignant	emt_i	1	TRUE	TRUE	NA
SPARC	TRUE	SPARC	Malignant	emt_i	2	TRUE	TRUE	NA
COL1A1	TRUE	COL1A1	Malignant	emt_i	3	TRUE	TRUE	NA
COL3A1	TRUE	COL3A1	Malignant	emt_i	4	TRUE	TRUE	NA
IGFBP7	TRUE	IGFBP7	Malignant	emt_i	5	TRUE	TRUE	NA
TAGLN	TRUE	TAGLN	Malignant	emt_i	6	TRUE	TRUE	NA
C1S	TRUE	C1S	Malignant	emt_i	7	TRUE	TRUE	NA
FN1	TRUE	FN1	Malignant	emt_i	8	TRUE	TRUE	NA
MGP	TRUE	MGP	Malignant	emt_i	9	TRUE	TRUE	NA
TIMP1	TRUE	TIMP1	Malignant	emt_i	10	TRUE	TRUE	NA
TIMP3	TRUE	TIMP3	Malignant	emt_i	11	TRUE	TRUE	NA
BGN	TRUE	BGN	Malignant	emt_i	12	TRUE	TRUE	NA
C1R	TRUE	C1R	Malignant	emt_i	13	TRUE	TRUE	NA
VIM	TRUE	VIM	Malignant	emt_i	14	TRUE	TRUE	NA
COL6A2	TRUE	COL6A2	Malignant	emt_i	15	TRUE	TRUE	NA
COL4A2	TRUE	COL4A2	Malignant	emt_i	16	TRUE	TRUE	NA
COL6A1	TRUE	COL6A1	Malignant	emt_i	17	TRUE	TRUE	NA
MMP2	TRUE	MMP2	Malignant	emt_i	18	TRUE	TRUE	NA
DCN	TRUE	DCN	Malignant	emt_i	19	TRUE	TRUE	NA
COL4A1	TRUE	COL4A1	Malignant	emt_i	20	TRUE	TRUE	NA
FSTL1	TRUE	FSTL1	Malignant	emt_i	21	TRUE	TRUE	NA
NNMT	TRUE	NNMT	Malignant	emt_i	22	TRUE	TRUE	NA
TPM1	TRUE	TPM1	Malignant	emt_i	23	TRUE	TRUE	NA
TSC22D3	TRUE	TSC22D3	Malignant	emt_i	24	TRUE	TRUE	NA
CCDC80	TRUE	CCDC80	Malignant	emt_i	25	TRUE	TRUE	NA
CTGF	FALSE	CCN2	Malignant	emt_i	26	TRUE	FALSE	NA
CXCL12	TRUE	CXCL12	Malignant	emt_i	27	TRUE	TRUE	NA
ID3	TRUE	ID3	Malignant	emt_i	28	TRUE	TRUE	NA
LUM	TRUE	LUM	Malignant	emt_i	29	TRUE	TRUE	NA
MYL9	TRUE	MYL9	Malignant	emt_i	30	TRUE	TRUE	NA
PRSS23	TRUE	PRSS23	Malignant	emt_i	31	TRUE	TRUE	NA
TGFBI	TRUE	TGFBI	Malignant	emt_i	32	TRUE	TRUE	NA
TPM2	TRUE	TPM2	Malignant	emt_i	33	TRUE	TRUE	NA
CAV1	TRUE	CAV1	Malignant	emt_i	34	TRUE	TRUE	NA
CYR61	FALSE	CCN1	Malignant	emt_i	35	TRUE	FALSE	NA
IGFBP5	TRUE	IGFBP5	Malignant	emt_i	36	TRUE	TRUE	NA
LGALS1	TRUE	LGALS1	Malignant	emt_i	37	TRUE	TRUE	NA
SPARCL1	TRUE	SPARCL1	Malignant	emt_i	38	TRUE	TRUE	NA
A2M	TRUE	A2M	Malignant	emt_i	39	TRUE	TRUE	NA
ACTA2	TRUE	ACTA2	Malignant	emt_i	40	TRUE	TRUE	NA
CALD1	TRUE	CALD1	Malignant	emt_i	41	TRUE	TRUE	NA
COL6A3	TRUE	COL6A3	Malignant	emt_i	42	TRUE	TRUE	NA
CTSK	TRUE	CTSK	Malignant	emt_i	43	TRUE	TRUE	NA
FBLN1	TRUE	FBLN1	Malignant	emt_i	44	TRUE	TRUE	NA
IGFBP4	TRUE	IGFBP4	Malignant	emt_i	45	TRUE	TRUE	NA
POSTN	TRUE	POSTN	Malignant	emt_i	46	TRUE	TRUE	NA
RARRES2	TRUE	RARRES2	Malignant	emt_i	47	TRUE	TRUE	NA
SERPING1	TRUE	SERPING1	Malignant	emt_i	48	TRUE	TRUE	NA
SNAI2	TRUE	SNAI2	Malignant	emt_i	49	TRUE	TRUE	NA
TCF4	TRUE	TCF4	Malignant	emt_i	50	TRUE	TRUE	NA
LAMC2	TRUE	LAMC2	Malignant	emt_ii	1	TRUE	TRUE	NA
LAMB3	TRUE	LAMB3	Malignant	emt_ii	2	TRUE	TRUE	NA
LAMA3	TRUE	LAMA3	Malignant	emt_ii	3	TRUE	TRUE	NA
EMP3	TRUE	EMP3	Malignant	emt_ii	4	TRUE	TRUE	NA
TGFBI	TRUE	TGFBI	Malignant	emt_ii	5	TRUE	TRUE	NA
TNFRSF12A	TRUE	TNFRSF12A	Malignant	emt_ii	6	TRUE	TRUE	NA
FLNA	TRUE	FLNA	Malignant	emt_ii	7	TRUE	TRUE	NA
PLAU	TRUE	PLAU	Malignant	emt_ii	8	TRUE	TRUE	NA
PMEPA1	TRUE	PMEPA1	Malignant	emt_ii	9	TRUE	TRUE	NA
CAV1	TRUE	CAV1	Malignant	emt_ii	10	TRUE	TRUE	NA
KRT17	TRUE	KRT17	Malignant	emt_ii	11	TRUE	TRUE	NA
PRSS23	TRUE	PRSS23	Malignant	emt_ii	12	TRUE	TRUE	NA
LGALS1	TRUE	LGALS1	Malignant	emt_ii	13	TRUE	TRUE	NA
VIM	TRUE	VIM	Malignant	emt_ii	14	TRUE	TRUE	NA
S100A2	TRUE	S100A2	Malignant	emt_ii	15	TRUE	TRUE	NA
COL17A1	TRUE	COL17A1	Malignant	emt_ii	16	TRUE	TRUE	NA
FSTL3	TRUE	FSTL3	Malignant	emt_ii	17	TRUE	TRUE	NA
CST6	TRUE	CST6	Malignant	emt_ii	18	TRUE	TRUE	NA
